hus,A1,specific_humidity,Specific Humidity,9&,0&1&8&2&,time: mean,
wap,A1,lagrangian_tendency_of_air_pressure,Omega (=dp/dt),0&3&,0&1&8&2&,time: mean,
zg,A1,geopotential_height,Geopotential Height,5&,0&1&8&2&,time: mean,
hur,A1,relative_humidity,Relative Humidity,7&,0&1&8&2&,time: mean,100.
tro3,A1,mole_fraction_of_o3_in_air,Ozone Mole Fraction,10&,0&1&8&2&,time: mean,
clisccp,A1,isccp_cloud_area_fraction,Cloud Fraction as Calculated by the ISCCP Simulator,9&,0&1&9&10&2&,time: mean,1.0
trsul,A1,mass_concentration_of_sulfate_aerosol_in_air,Mass Concentration of Sulfate Aerosol,10&1&11&,0&1&11&2&,time: mean,
trsult,A1,atmosphere_content_of_sulfate_aerosol,Sulfate Burden,12&1&2&,0&1&2&,time: mean,
prveg,A1,precipitation_flux_onto_canopy,Precipitation Intercepted by Vegetation Canopy,1&2&3&,0&1&2&,time: mean,
evspsblveg,A1,water_evaporation_flux_from_canopy,Evaporation from Vegetation Canopy,1&2&3&,0&1&2&,time: mean,
zmla,A1,atmosphere_boundary_layer_thickness,Atmospheric Boundary Layer Thickness,5&,0&1&2&,time: mean,
rootd,A1,root_depth,Root Depth,5&,0&1&,,
tasmin,A1,air_temperature,Daily Minimum Surface Air Temperature,4&,0&1&2&3&,time: minimum within days time: mean over days,
hfogo,O1,northward_ocean_heat_transport,Northward Ocean Heat Transport,6&,1&12&2&,time: mean  longitude: sum,4.e16
stfmmc,O1,ocean_meridional_overturning_streamfunction,Meridional Overturning Streamfunction,13&3&,1&13&12&2&,time: mean,
zos,O1,sea_surface_height_above_geoid,Sea Surface Elevation,5&,0&1&2&,time: mean,100.
zostoga,O1,global_average_thermosteric_sea_level_change,Global Mean Thermosteric Sea Level Change,5&,2&,time: mean,
zosga,O1,global_average_sea_level_change,Global Mean Sea Level Change,5&,2&,time: mean,
tos,O1,sea_surface_temperature,Sea Surface Temperature,4&,0&1&2&,time: mean,320.
sic,O1,sea_ice_area_fraction,Sea Ice Concentration,7&,0&1&2&,time: mean,100.
sit,O1,sea_ice_thickness,Sea Ice Thickness,5&,0&1&2&,time: mean,100.
usi,O1,eastward_sea_ice_velocity,Eastward Sea Ice Velocity,5&3&,0&1&2&,time: mean,5.
vsi,O1,northward_sea_ice_velocity,Northward Sea Ice Velocity,5&3&,0&1&2&,time: mean,5.
wfo,O1,water_flux_into_ocean,Water Flux Into Ocean,1&2&3&,0&1&2&,time: mean,
stfbarot,O1,ocean_barotropic_streamfunction,Ocean Barotropic Streamfunction,13&3&,0&1&2&,time: mean,
hfcorr,O1,heat_flux_correction_where_ocean,Heat FLux Correction,6&2&,0&1&2&,time: mean,
wfcorr,O1,water_flux_correction_where_ocean,Water FLux Correction,1&2&3&,0&1&2&,time: mean,
tauucorr,O1,eastward_momentum_flux_correction_where_ocean,Eastward Momentum Flux Correction,0&,0&1&2&,time: mean,
tauvcorr,O1,northward_momentum_flux_correction_where_ocean,Northward Momentum Flux Correction,0&,0&1&2&,time: mean,
zobt,O1,sea_floor_depth_below_geoid,Sea Floor Depth,5&,0&1&,,7000.
qflux,O1,prescribed_heat_flux_into_slab_ocean,Q-Flux,6&2&,0&1&,time: mean,
so,O1,sea_water_salinity,Salinity,14&,0&1&13&2&,time: mean,
thetao,O1,sea_water_potential_temperature,Potential Temperature,4&,0&1&13&2&,time: mean,320.
rhopoto,O1,sea_water_potential_density,Potential Density,1&11&,0&1&13&2&,time: mean,
uo,O1,eastward_sea_water_velocity,Eastward Sea Water Velocity,5&3&,0&1&13&2&,time: mean,
vo,O1,northward_sea_water_velocity,Northward Sea Water Velocity,5&3&,0&1&13&2&,time: mean,
wo,O1,upward_sea_water_velocity,Upward Sea Water Velocity,5&3&,0&1&13&2&,time: mean,
zmlo,O1,ocean_mixed_layer_thickness,Mixed Layer Thickness,5&,0&1&2&,time: mean,
htovdiff,O1,northward_ocean_heat_transport_due_to_diffusion,Northward Diffusive Heat Transport by Ocean,6&,1&12&2&,time: mean,
htovgyre,O1,northward_ocean_heat_transport_due_to_gyre,Northward Gyre Heat Transport by Ocean,6&,1&12&2&,time: mean,
htovovrt,O1,northward_ocean_heat_transport_due_to_overturning,Northward Ocean Heat Transport by Overturning,6&,1&12&2&,time: mean,
sltovdiff,O1,northward_ocean_salt_transport_due_to_diffusion,Northward Diffusive Salt Transport by Ocean,1&3&,1&12&2&,time: mean,
sltovgyre,O1,northward_ocean_salt_transport_due_to_gyre,Northward Gyre Salt Transport by Ocean,1&3&,1&12&2&,time: mean,
sltovovrt,O1,northward_ocean_salt_transport_due_to_overturning,Northward Ocean Salt Transport by Overturning,1&3&,1&12&2&,time: mean,
sbl,O1,water_evaporation_flux_where_sea_ice,Sublimation over Sea Ice,1&2&3&,0&1&2&,time: mean,
hfsib,O1,upward_sea_ice_basal_heat_flux,Upward Heat Flux at Base of Sea Ice,6&2&,0&1&2&,time: mean,
sltfsib,O1,downward_sea_ice_basal_salt_flux,Downward Salt Flux at Base of Sea Ice,1&2&3&,0&1&2&,time: mean,
seaarea,O1,sea_area,Sea Area,15&,0&1&,,
rsfttoaa_g,A5,toa_adjusted_shortwave_forcing,Adjusted Top of the Atmosphere Shortwave Forcing Due to Anthropogenic Greenhouse Gases,6&2&,0&1&2&,time: mean,
rsftoaa_co2,A5,toa_adjusted_shortwave_forcing,Adjusted Top of the Atmosphere Shortwave Forcing Due to Anthropogenic Carbon Dioxide,6&2&,0&1&2&,time: mean,
rsftoaa_s,A5,toa_adjusted_shortwave_forcing,Adjusted Top of the Atmosphere Shortwave Forcing Due to Total Sulfate Aerosol,6&2&,0&1&2&,time: mean,
rsftoaa_sd,A5,toa_adjusted_shortwave_forcing,Adjusted Top of the Atmosphere Shortwave Forcing Due to Direct Effect of Sulfate Aerosol,6&2&,0&1&2&,time: mean,
rsftoaa_si,A5,toa_adjusted_shortwave_forcing,Adjusted Top of the Atmosphere Shortwave Forcing Due to Indirect Effect of Sulfate Aerosol,6&2&,0&1&2&,time: mean,
rsftoaa_bc,A5,toa_adjusted_shortwave_forcing,Adjusted Top of the Atmosphere Shortwave Forcing Due to Black Carbon,6&2&,0&1&2&,time: mean,
rsftoaa_o,A5,toa_adjusted_shortwave_forcing,Adjusted Top of the Atmosphere Shortwave Forcing Due to Ozone,6&2&,0&1&2&,time: mean,
rsftoaa_to,A5,toa_adjusted_shortwave_forcing,Adjusted Top of the Atmosphere Shortwave Forcing Due to Tropospheric Ozone,6&2&,0&1&2&,time: mean,
rsftoaa_so,A5,toa_adjusted_shortwave_forcing,Adjusted Top of the Atmosphere Shortwave Forcing Due to Stratoospheric Ozone,6&2&,0&1&2&,time: mean,
rsftoaa_lo,A5,toa_adjusted_shortwave_forcing,Adjusted Top of the Atmosphere Shortwave Forcing Due to Vegetation and Other Land-Surface Changes,6&2&,0&1&2&,time: mean,
rsftoaa_a,A5,toa_adjusted_shortwave_forcing,Adjusted Top of the Atmosphere Shortwave Forcing Due to All Anthropogenic Factors,6&2&,0&1&2&,time: mean,
rsftoaa_v,A5,toa_adjusted_shortwave_forcing,Adjusted Top of the Atmosphere Shortwave Forcing Due to Volcanic Aerosols,6&2&,0&1&2&,time: mean,
rsftoaa_sun,A5,toa_adjusted_shortwave_forcing,Adjusted Top of the Atmosphere Shortwave Forcing Due to Solar Constant Changes,6&2&,0&1&2&,time: mean,
rsftoaa_n,A5,toa_adjusted_shortwave_forcing,Adjusted Top of the Atmosphere Shortwave Forcing Due to All Natural Factors,6&2&,0&1&2&,time: mean,
rsftropa_g,A5,tropopause_adjusted_shortwave_forcing,Adjusted Tropopause Shortwave Forcing Due to Anthropogenic Greenhouse Gases,6&2&,0&1&2&6&,time: mean,
rsftropa_co2,A5,tropopause_adjusted_shortwave_forcing,Adjusted Tropopause Shortwave Forcing Due to Anthropogenic Carbon Dioxide,6&2&,0&1&2&6&,time: mean,
rsftropa_s,A5,tropopause_adjusted_shortwave_forcing,Adjusted Tropopause Shortwave Forcing Due to Total Sulfate Aerosol,6&2&,0&1&2&6&,time: mean,
rsftropa_sd,A5,tropopause_adjusted_shortwave_forcing,Adjusted Tropopause Shortwave Forcing Due to Direct Effect of Sulfate Aerosol,6&2&,0&1&2&6&,time: mean,
rsftropa_si,A5,tropopause_adjusted_shortwave_forcing,Adjusted Tropopause Shortwave Forcing Due to Indirect Effect of Sulfate Aerosol,6&2&,0&1&2&6&,time: mean,
rsftropa_bc,A5,tropopause_adjusted_shortwave_forcing,Adjusted Tropopause Shortwave Forcing Due to Black Carbon,6&2&,0&1&2&6&,time: mean,
rsftropa_o,A5,tropopause_adjusted_shortwave_forcing,Adjusted Tropopause Shortwave Forcing Due to Ozone,6&2&,0&1&2&6&,time: mean,
rsftropa_to,A5,tropopause_adjusted_shortwave_forcing,Adjusted Tropopause Shortwave Forcing Due to Tropospheric Ozone,6&2&,0&1&2&6&,time: mean,
rsftropa_so,A5,tropopause_adjusted_shortwave_forcing,Adjusted Tropopause Shortwave Forcing Due to Stratoospheric Ozone,6&2&,0&1&2&6&,time: mean,
rsftropa_lo,A5,tropopause_adjusted_shortwave_forcing,Adjusted Tropopause Shortwave Forcing Due to Vegetation and Other Land-Surface Changes,6&2&,0&1&2&6&,time: mean,
rsftropa_a,A5,tropopause_adjusted_shortwave_forcing,Adjusted Tropopause Shortwave Forcing Due to All Anthropogenic Factors,6&2&,0&1&2&6&,time: mean,
rsftropa_v,A5,tropopause_adjusted_shortwave_forcing,Adjusted Tropopause Shortwave Forcing Due to Volcanic Aerosols,6&2&,0&1&2&6&,time: mean,
rsftropa_sun,A5,tropopause_adjusted_shortwave_forcing,Adjusted Tropopause Shortwave Forcing Due to Solar Constant Changes,6&2&,0&1&2&6&,time: mean,
rsftropa_n,A5,tropopause_adjusted_shortwave_forcing,Adjusted Tropopause Shortwave Forcing Due to All Natural Factors,6&2&,0&1&2&6&,time: mean,
rsfttoai_g,A5,toa_instantaneous_shortwave_forcing,Instantaneous Top of the Atmosphere Shortwave Forcing Due to Anthropogenic Greenhouse Gases,6&2&,0&1&2&,time: mean,
rsftoai_co2,A5,toa_instantaneous_shortwave_forcing,Instantaneous Top of the Atmosphere Shortwave Forcing Due to Anthropogenic Carbon Dioxide,6&2&,0&1&2&,time: mean,
rsftoai_s,A5,toa_instantaneous_shortwave_forcing,Instantaneous Top of the Atmosphere Shortwave Forcing Due to Total Sulfate Aerosol,6&2&,0&1&2&,time: mean,
rsftoai_sd,A5,toa_instantaneous_shortwave_forcing,Instantaneous Top of the Atmosphere Shortwave Forcing Due to Direct Effect of Sulfate Aerosol,6&2&,0&1&2&,time: mean,
rsftoai_si,A5,toa_instantaneous_shortwave_forcing,Instantaneous Top of the Atmosphere Shortwave Forcing Due to Indirect Effect of Sulfate Aerosol,6&2&,0&1&2&,time: mean,
rsftoai_bc,A5,toa_instantaneous_shortwave_forcing,Instantaneous Top of the Atmosphere Shortwave Forcing Due to Black Carbon,6&2&,0&1&2&,time: mean,
rsftoai_o,A5,toa_instantaneous_shortwave_forcing,Instantaneous Top of the Atmosphere Shortwave Forcing Due to Ozone,6&2&,0&1&2&,time: mean,
rsftoai_to,A5,toa_instantaneous_shortwave_forcing,Instantaneous Top of the Atmosphere Shortwave Forcing Due to Tropospheric Ozone,6&2&,0&1&2&,time: mean,
rsftoai_so,A5,toa_instantaneous_shortwave_forcing,Instantaneous Top of the Atmosphere Shortwave Forcing Due to Stratoospheric Ozone,6&2&,0&1&2&,time: mean,
rsftoai_lo,A5,toa_instantaneous_shortwave_forcing,Instantaneous Top of the Atmosphere Shortwave Forcing Due to Vegetation and Other Land-Surface Changes,6&2&,0&1&2&,time: mean,
rsftoai_a,A5,toa_instantaneous_shortwave_forcing,Instantaneous Top of the Atmosphere Shortwave Forcing Due to All Anthropogenic Factors,6&2&,0&1&2&,time: mean,
rsftoai_v,A5,toa_instantaneous_shortwave_forcing,Instantaneous Top of the Atmosphere Shortwave Forcing Due to Volcanic Aerosols,6&2&,0&1&2&,time: mean,
rsftoai_sun,A5,toa_instantaneous_shortwave_forcing,Instantaneous Top of the Atmosphere Shortwave Forcing Due to Solar Constant Changes,6&2&,0&1&2&,time: mean,
rsftoai_n,A5,toa_instantaneous_shortwave_forcing,Instantaneous Top of the Atmosphere Shortwave Forcing Due to All Natural Factors,6&2&,0&1&2&,time: mean,
rsftropi_g,A5,tropopause_instantaneous_shortwave_forcing,Instantaneous Tropopause Shortwave Forcing Due to Anthropogenic Greenhouse Gases,6&2&,0&1&2&6&,time: mean,
rsftropi_co2,A5,tropopause_instantaneous_shortwave_forcing,Instantaneous Tropopause Shortwave Forcing Due to Anthropogenic Carbon Dioxide,6&2&,0&1&2&6&,time: mean,
rsftropi_s,A5,tropopause_instantaneous_shortwave_forcing,Instantaneous Tropopause Shortwave Forcing Due to Total Sulfate Aerosol,6&2&,0&1&2&6&,time: mean,
rsftropi_sd,A5,tropopause_instantaneous_shortwave_forcing,Instantaneous Tropopause Shortwave Forcing Due to Direct Effect of Sulfate Aerosol,6&2&,0&1&2&6&,time: mean,
rsftropi_si,A5,tropopause_instantaneous_shortwave_forcing,Instantaneous Tropopause Shortwave Forcing Due to Indirect Effect of Sulfate Aerosol,6&2&,0&1&2&6&,time: mean,
rsftropi_bc,A5,tropopause_instantaneous_shortwave_forcing,Instantaneous Tropopause Shortwave Forcing Due to Black Carbon,6&2&,0&1&2&6&,time: mean,
rsftropi_o,A5,tropopause_instantaneous_shortwave_forcing,Instantaneous Tropopause Shortwave Forcing Due to Ozone,6&2&,0&1&2&6&,time: mean,
rsftropi_to,A5,tropopause_instantaneous_shortwave_forcing,Instantaneous Tropopause Shortwave Forcing Due to Tropospheric Ozone,6&2&,0&1&2&6&,time: mean,
rsftropi_so,A5,tropopause_instantaneous_shortwave_forcing,Instantaneous Tropopause Shortwave Forcing Due to Stratoospheric Ozone,6&2&,0&1&2&6&,time: mean,
rsftropi_lo,A5,tropopause_instantaneous_shortwave_forcing,Instantaneous Tropopause Shortwave Forcing Due to Vegetation and Other Land-Surface Changes,6&2&,0&1&2&6&,time: mean,
rsftropi_a,A5,tropopause_instantaneous_shortwave_forcing,Instantaneous Tropopause Shortwave Forcing Due to All Anthropogenic Factors,6&2&,0&1&2&6&,time: mean,
rsftropi_v,A5,tropopause_instantaneous_shortwave_forcing,Instantaneous Tropopause Shortwave Forcing Due to Volcanic Aerosols,6&2&,0&1&2&6&,time: mean,
rsftropi_sun,A5,tropopause_instantaneous_shortwave_forcing,Instantaneous Tropopause Shortwave Forcing Due to Solar Constant Changes,6&2&,0&1&2&6&,time: mean,
rsftropi_n,A5,tropopause_instantaneous_shortwave_forcing,Instantaneous Tropopause Shortwave Forcing Due to All Natural Factors,6&2&,0&1&2&6&,time: mean,
rlfttoaa_g,A5,toa_adjusted_longwave_forcing,Adjusted Top of the Atmosphere Longwave Forcing Due to Anthropogenic Greenhouse Gases,6&2&,0&1&2&,time: mean,
rlftoaa_co2,A5,toa_adjusted_longwave_forcing,Adjusted Top of the Atmosphere Longwave Forcing Due to Anthropogenic Carbon Dioxide,6&2&,0&1&2&,time: mean,
rlftoaa_s,A5,toa_adjusted_longwave_forcing,Adjusted Top of the Atmosphere Longwave Forcing Due to Total Sulfate Aerosol,6&2&,0&1&2&,time: mean,
rlftoaa_sd,A5,toa_adjusted_longwave_forcing,Adjusted Top of the Atmosphere Longwave Forcing Due to Direct Effect of Sulfate Aerosol,6&2&,0&1&2&,time: mean,
rlftoaa_si,A5,toa_adjusted_longwave_forcing,Adjusted Top of the Atmosphere Longwave Forcing Due to Indirect Effect of Sulfate Aerosol,6&2&,0&1&2&,time: mean,
rlftoaa_bc,A5,toa_adjusted_longwave_forcing,Adjusted Top of the Atmosphere Longwave Forcing Due to Black Carbon,6&2&,0&1&2&,time: mean,
rlftoaa_o,A5,toa_adjusted_longwave_forcing,Adjusted Top of the Atmosphere Longwave Forcing Due to Ozone,6&2&,0&1&2&,time: mean,
rlftoaa_to,A5,toa_adjusted_longwave_forcing,Adjusted Top of the Atmosphere Longwave Forcing Due to Tropospheric Ozone,6&2&,0&1&2&,time: mean,
rlftoaa_so,A5,toa_adjusted_longwave_forcing,Adjusted Top of the Atmosphere Longwave Forcing Due to Stratoospheric Ozone,6&2&,0&1&2&,time: mean,
rlftoaa_lo,A5,toa_adjusted_longwave_forcing,Adjusted Top of the Atmosphere Longwave Forcing Due to Vegetation and Other Land-Surface Changes,6&2&,0&1&2&,time: mean,
rlftoaa_a,A5,toa_adjusted_longwave_forcing,Adjusted Top of the Atmosphere Longwave Forcing Due to All Anthropogenic Factors,6&2&,0&1&2&,time: mean,
rlftoaa_v,A5,toa_adjusted_longwave_forcing,Adjusted Top of the Atmosphere Longwave Forcing Due to Volcanic Aerosols,6&2&,0&1&2&,time: mean,
rlftoaa_sun,A5,toa_adjusted_longwave_forcing,Adjusted Top of the Atmosphere Longwave Forcing Due to Solar Constant Changes,6&2&,0&1&2&,time: mean,
rlftoaa_n,A5,toa_adjusted_longwave_forcing,Adjusted Top of the Atmosphere Longwave Forcing Due to All Natural Factors,6&2&,0&1&2&,time: mean,
rlftropa_g,A5,tropopause_adjusted_longwave_forcing,Adjusted Tropopause Longwave Forcing Due to Anthropogenic Greenhouse Gases,6&2&,0&1&2&6&,time: mean,
rlftropa_co2,A5,tropopause_adjusted_longwave_forcing,Adjusted Tropopause Longwave Forcing Due to Anthropogenic Carbon Dioxide,6&2&,0&1&2&6&,time: mean,
rlftropa_s,A5,tropopause_adjusted_longwave_forcing,Adjusted Tropopause Longwave Forcing Due to Total Sulfate Aerosol,6&2&,0&1&2&6&,time: mean,
rlftropa_sd,A5,tropopause_adjusted_longwave_forcing,Adjusted Tropopause Longwave Forcing Due to Direct Effect of Sulfate Aerosol,6&2&,0&1&2&6&,time: mean,
rlftropa_si,A5,tropopause_adjusted_longwave_forcing,Adjusted Tropopause Longwave Forcing Due to Indirect Effect of Sulfate Aerosol,6&2&,0&1&2&6&,time: mean,
rlftropa_bc,A5,tropopause_adjusted_longwave_forcing,Adjusted Tropopause Longwave Forcing Due to Black Carbon,6&2&,0&1&2&6&,time: mean,
rlftropa_o,A5,tropopause_adjusted_longwave_forcing,Adjusted Tropopause Longwave Forcing Due to Ozone,6&2&,0&1&2&6&,time: mean,
rlftropa_to,A5,tropopause_adjusted_longwave_forcing,Adjusted Tropopause Longwave Forcing Due to Tropospheric Ozone,6&2&,0&1&2&6&,time: mean,
rlftropa_so,A5,tropopause_adjusted_longwave_forcing,Adjusted Tropopause Longwave Forcing Due to Stratoospheric Ozone,6&2&,0&1&2&6&,time: mean,
rlftropa_lo,A5,tropopause_adjusted_longwave_forcing,Adjusted Tropopause Longwave Forcing Due to Vegetation and Other Land-Surface Changes,6&2&,0&1&2&6&,time: mean,
rlftropa_a,A5,tropopause_adjusted_longwave_forcing,Adjusted Tropopause Longwave Forcing Due to All Anthropogenic Factors,6&2&,0&1&2&6&,time: mean,
rlftropa_v,A5,tropopause_adjusted_longwave_forcing,Adjusted Tropopause Longwave Forcing Due to Volcanic Aerosols,6&2&,0&1&2&6&,time: mean,
rlftropa_sun,A5,tropopause_adjusted_longwave_forcing,Adjusted Tropopause Longwave Forcing Due to Solar Constant Changes,6&2&,0&1&2&6&,time: mean,
rlftropa_n,A5,tropopause_adjusted_longwave_forcing,Adjusted Tropopause Longwave Forcing Due to All Natural Factors,6&2&,0&1&2&6&,time: mean,
rlfttoai_g,A5,toa_instantaneous_longwave_forcing,Instantaneous Top of the Atmosphere Longwave Forcing Due to Anthropogenic Greenhouse Gases,6&2&,0&1&2&,time: mean,
rlftoai_co2,A5,toa_instantaneous_longwave_forcing,Instantaneous Top of the Atmosphere Longwave Forcing Due to Anthropogenic Carbon Dioxide,6&2&,0&1&2&,time: mean,
rlftoai_s,A5,toa_instantaneous_longwave_forcing,Instantaneous Top of the Atmosphere Longwave Forcing Due to Total Sulfate Aerosol,6&2&,0&1&2&,time: mean,
rlftoai_sd,A5,toa_instantaneous_longwave_forcing,Instantaneous Top of the Atmosphere Longwave Forcing Due to Direct Effect of Sulfate Aerosol,6&2&,0&1&2&,time: mean,
rlftoai_si,A5,toa_instantaneous_longwave_forcing,Instantaneous Top of the Atmosphere Longwave Forcing Due to Indirect Effect of Sulfate Aerosol,6&2&,0&1&2&,time: mean,
rlftoai_bc,A5,toa_instantaneous_longwave_forcing,Instantaneous Top of the Atmosphere Longwave Forcing Due to Black Carbon,6&2&,0&1&2&,time: mean,
rlftoai_o,A5,toa_instantaneous_longwave_forcing,Instantaneous Top of the Atmosphere Longwave Forcing Due to Ozone,6&2&,0&1&2&,time: mean,
rlftoai_to,A5,toa_instantaneous_longwave_forcing,Instantaneous Top of the Atmosphere Longwave Forcing Due to Tropospheric Ozone,6&2&,0&1&2&,time: mean,
rlftoai_so,A5,toa_instantaneous_longwave_forcing,Instantaneous Top of the Atmosphere Longwave Forcing Due to Stratoospheric Ozone,6&2&,0&1&2&,time: mean,
rlftoai_lo,A5,toa_instantaneous_longwave_forcing,Instantaneous Top of the Atmosphere Longwave Forcing Due to Vegetation and Other Land-Surface Changes,6&2&,0&1&2&,time: mean,
rlftoai_a,A5,toa_instantaneous_longwave_forcing,Instantaneous Top of the Atmosphere Longwave Forcing Due to All Anthropogenic Factors,6&2&,0&1&2&,time: mean,
rlftoai_v,A5,toa_instantaneous_longwave_forcing,Instantaneous Top of the Atmosphere Longwave Forcing Due to Volcanic Aerosols,6&2&,0&1&2&,time: mean,
rlftoai_sun,A5,toa_instantaneous_longwave_forcing,Instantaneous Top of the Atmosphere Longwave Forcing Due to Solar Constant Changes,6&2&,0&1&2&,time: mean,
rlftoai_n,A5,toa_instantaneous_longwave_forcing,Instantaneous Top of the Atmosphere Longwave Forcing Due to All Natural Factors,6&2&,0&1&2&,time: mean,
rlftropi_g,A5,tropopause_instantaneous_longwave_forcing,Instantaneous Tropopause Longwave Forcing Due to Anthropogenic Greenhouse Gases,6&2&,0&1&2&6&,time: mean,
